Title,Image,Avatar_URL,crvsd,ui_header_link,default,phmbo,phmbo1,dmrsr,dmrsr2,dmrsr3,qwuub_URL,qwuub,tehyy,xcjrc,Rating
KQ are improving on customer service consistently - that's good!  Staff are not impatient anymore and they are quite responsive - even when under pressure.  Pilots are landing smoothly nowadays (it's noticeable!).  Enjoying the flights.  And they need to add audio to their in-flight entertainment.And have one brave steward to clean up the loos after passenger use - coz some people just don't get it... :-(,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ed/ce/default-avatar-2020-7.jpg,https://www.tripadvisor.com/Profile/GatereG,GatereG wrote a review Dec 2018,GatereG,"Nairobi, Kenya",7 contributions,,Nairobi - Entebbe,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640354625-Kenya_Airways-World.html,"Comfortable flight, great staff, very good piloting.",Date of travel: November 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"The airport lounge waiting area is shared by other airlines so ensure you are seated at the right place lest you miss your flight call.
Plane was on time , and the crew was very friendly in seat guidance and ensuring all was well before flight.
on screen entertainment was quite poor as there were no earphones .Flight meals consisted of cookies,juice & water but i would understand considering it was just a 45 minutes flight. Ensure you disembark as soon as possible to avoid missing the shuttle bus.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ef/9c/default-avatar-2020-14.jpg,https://www.tripadvisor.com/Profile/Mboya,Mboya wrote a review Dec 2018,Mboya,"Nairobi, Kenya",65 contributions,5 helpful votes,Nairobi - Kisumu,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640324839-Kenya_Airways-World.html,Short but sweet,Date of travel: November 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"I have take Kenya Airways for a few trips directly to Kenya and for stop overs and I have had good experiences so far. The flights are on time to and fro. I love the schedules they have and the frequency of flights across the day. The food is good and the beverage selection is fair. The entertainment selection is poor though, the series episodes loaded are too few to even try watching the series. The service is great and I will continue to fly KQ.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f2/eb/default-avatar-2020-27.jpg,https://www.tripadvisor.com/Profile/AmandaG0209,Amanda G wrote a review Dec 2018,Amanda G,"Dar es Salaam, Tanzania",30 contributions,47 helpful votes,Dubai - Nairobi,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640304087-Kenya_Airways-World.html,Good and on time,Date of travel: November 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"I frequently travel with Kenya Airways, and I have never been disappointed so far.
The aircraft is clean, the crew service is warm and discrete at the same time.
Two minor issues to remember:
The headphones are a little bit fragile, and you may experience to have no sound, but it happens very rarely.
When collecting your luggage at Nairobi airport, look at the 3 carousels, in case your luggage is on another one than the one accounced on screen.",https://media-cdn.tripadvisor.com/media/photo-t/19/3b/5c/7e/avatar.jpg,https://www.tripadvisor.com/Profile/NicolasBely,Nicolas B wrote a review Dec 2018,Nicolas B,"Paris, France",5 contributions,,Guangzhou - Nairobi,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640295476-Kenya_Airways-World.html,"Perfect experience with KQ, as always!",Date of travel: November 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
It was an okay flight we parties with children were given priority boarding and infant seat belts were provided.,https://media-cdn.tripadvisor.com/media/photo-o/12/b6/93/bc/samantha-c.jpg,https://www.tripadvisor.com/Profile/Scurarie,Scurarie wrote a review Dec 2018,Scurarie,,15 contributions,5 helpful votes,Mombasa - Nairobi,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640295056-Kenya_Airways-World.html,Okay Airline,Date of travel: August 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
"I have to admit, KQ never disappoints. The crew are always super helpful and fun. Highly recommend the airline.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f4/5d/default-avatar-2020-32.jpg,https://www.tripadvisor.com/Profile/Thelma-KE,Thelma wrote a review Dec 2018,Thelma,,57 contributions,10 helpful votes,Nairobi - London,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640284013-Kenya_Airways-World.html,Favourite airline,Date of travel: December 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"Service is generally attentive, seats comfortable, food oK. However, nothing feels special. Business lounge at Nairobi is very good, but boarding is badly organised. Film selection is poor. The Embrear planes are some of the quietest I have flown on.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f2/7a/default-avatar-2020-25.jpg,https://www.tripadvisor.com/Profile/srm323,srm323 wrote a review Dec 2018,srm323,"Bergerac City, France",9 contributions,2 helpful votes,Nairobi - Lusaka,Africa,Business Class,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640283254-Kenya_Airways-World.html,OK,Date of travel: September 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
"14 hour direct flight was comfortable and the food was pleasant. There is plenty of room for overhead luggage.  Seats are not cramped.  Crew are quick to respond if you need anything. Lastly, there are plenty of restrooms.",https://media-cdn.tripadvisor.com/media/photo-t/12/48/be/29/bjt81.jpg,https://www.tripadvisor.com/Profile/BJT81,BJT81 wrote a review Dec 2018,BJT81,"New York City, New York",16 contributions,9 helpful votes,New York City - Nairobi,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640277248-Kenya_Airways-World.html,Smooth Ride,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"We came back from China with delay, but still we managed to present us in time at the boarding gate for our connecting flight. Having a valid boarding pass, the boarding staff said, we can't board, the flight would be full. Knowing that the next flight is the next day we insisted, but without help. The service desk, to which we were send, was catastrophically crowded and unorganised. Poor help or information was only provided after long insistence, hence our flight left without us.
We ended up, again only after persisting insistence, being send to our destination via three East Africa airports to reach 10 hours later than we would have, if they would have let us board.
Our suitcases were delivered 4 days later.
Despite the immense frustration standing in front of your plane and being not allowed to board, I further feel ignored, as I haven't received the passengers denied boarding policy, stated in the terms and conditions. So, till today, after many insistence, I am not aware about my rights.
This was for us, as platinum frequent travellers the worst ever experience.
Further to that, even service and food on board have gone down, we were not happy being served poor food sealed in plastic bags with plastic forks and knifes.
We will definitely chose a different airline for our next flights.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ef/32/default-avatar-2020-12.jpg,https://www.tripadvisor.com/Profile/LatifandLinda,LatifandLinda wrote a review Dec 2018,LatifandLinda,"Bujumbura, Burundi",3 contributions,,Nairobi - Bujumbura,Africa,Business Class,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640276502-Kenya_Airways-World.html,"been denied boarding without compensation, ignorant staff",Date of travel: November 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Have flown Kenya airways a number of times, and appreciate the variety of flight options made available to the public. Food is OK, and the option of booking a business seat is optional via email a day or two before the flight. Have never made use of it, so do not really know if the it works as I have never made the offer. Would only do this on late evening or very early morning flights.",https://media-cdn.tripadvisor.com/media/photo-o/13/17/88/4a/marius-b.jpg,https://www.tripadvisor.com/Profile/mariusb163,Marius Brits wrote a review Dec 2018,Marius Brits,,9 contributions,1 helpful vote,Johannesburg - Nairobi,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640271302-Kenya_Airways-World.html,"Good flight, convenient times,",Date of travel: November 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"It was good. Top notch service by the flight crew and the food too. They stuck to the time, which was great given my past experiences with airlines. It really set the tone for me to arrive a country filled with so much warmth and smiling people",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ea/2e/default-avatar-2020-67.jpg,https://www.tripadvisor.com/Profile/olawalef2018,Olawale F wrote a review Dec 2018,Olawale F,,2 contributions,,Lagos - Nairobi,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640267042-Kenya_Airways-World.html,Oh well,Date of travel: July 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
I returned to the UK with Kenyan Airways after flying out with BA. With BA it was with a very tired 747 with KA it was a nice new dreamliner. Plenty of movies on a 10inch screen comfortable seats. In seat charging and great service.,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ec/a2/default-avatar-2020-3.jpg,https://www.tripadvisor.com/Profile/G9541VQadamc,Adam C wrote a review Dec 2018,Adam C,"Tidworth, United Kingdom",7 contributions,2 helpful votes,Nairobi - London,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640265332-Kenya_Airways-World.html,Kenyan Airways better than BA,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"Very pleasant flight from CT  to Stone Town, unfortunately the return flight was not.We received notification in the middle of the night that the flight will leave 1 hr earlier, mad rush to the airport only to find out that 1 hr delay :-) eventually we left over 1  hour later!!!!! The same happened in Nairobi, after 3 hrs waiting in Nairobi all our electronic phones/I-pad  where empty - no power plug worked at the airport, only to find out that there was Screen or power point on the plane. The flight and staff where pleasant.",https://media-cdn.tripadvisor.com/media/photo-t/06/f0/a1/01/xstel.jpg,https://www.tripadvisor.com/Profile/Xstel,Xstel wrote a review Dec 2018,Xstel,"Cape Town Central, South Africa",93 contributions,63 helpful votes,Cape Town Central - Zanzibar Island,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640262727-Kenya_Airways-World.html,AFRICAN TIME,Date of travel: November 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
The attitude of the crew was not very pleasant. In flight entertainment was pathetic and clearly non-existent.,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ef/32/default-avatar-2020-12.jpg,https://www.tripadvisor.com/Profile/japhethc2015,Japheth Chanda wrote a review Dec 2018,Japheth Chanda,"Lusaka, Zambia",7 contributions,,Lusaka - Nairobi,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640256387-Kenya_Airways-World.html,Trip to Nairobi,Date of travel: November 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_20
The shirt flight was one of the bests I have experienced so far.  Staff was very friendly. Tasty meal. The seats were comfortable and there was more leg space than in most short flights. The flight was well on time.,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ef/73/default-avatar-2020-13.jpg,https://www.tripadvisor.com/Profile/hanneb141,Hanne wrote a review Dec 2018,Hanne,"Antwerp, Belgium",34 contributions,5 helpful votes,Lusaka - Nairobi,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640256022-Kenya_Airways-World.html,Pleasant experience,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
I booked a golf bag online as it offered sports equipment at no cost. on arriving at JHB. I  was told i had to pay despite having a receipt that said included no charge. Worse still the same happened on the way back. maybe phone the airline to confirm or you will get caught like I did,https://media-cdn.tripadvisor.com/media/photo-t/01/b8/1c/90/ellielover.jpg,https://www.tripadvisor.com/Profile/Ellielover,Ellielover wrote a review Dec 2018,Ellielover,"Kenton-on-Sea, South Africa",6 contributions,1 helpful vote,Johannesburg - Mombasa,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640254888-Kenya_Airways-World.html,Sports equipment debacle,Date of travel: October 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
Excellent flight and service was recommendable. They had some lovely snacks also if you didn’t want the full meal. It was the Dreamliner aircraft,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ee/68/default-avatar-2020-9.jpg,https://www.tripadvisor.com/Profile/mayurisaylesh,Mayuri S wrote a review Dec 2018,Mayuri S,"Nairobi, Kenya",22 contributions,34 helpful votes,Nairobi - London,International,Business Class,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640251018-Kenya_Airways-World.html,Great service,Date of travel: September 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"It was a very pleasant flight, the flight attendants were very polite and helpful. The food was surprisingly good.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/eb/6d/default-avatar-2020-19.jpg,https://www.tripadvisor.com/Profile/pumi8302,pumi8302 wrote a review Dec 2018,pumi8302,"Johannesburg, South Africa",2 contributions,,Nairobi - Mahebourg,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640250104-Kenya_Airways-World.html,Pleasant flight,Date of travel: October 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"It was a 6hrs Journey and flight was delayed and rescheduled to the next day. Hotel accommodation was provided but they missed out to provide Lunch, There was no one to respond.

Inside Airline, Food was very average.",https://media-cdn.tripadvisor.com/media/photo-o/11/0e/6d/fa/sethukarasu-r.jpg,https://www.tripadvisor.com/Profile/sethukarasur,sethukarasu r wrote a review Dec 2018,sethukarasu r,"Bengaluru, India",19 contributions,5 helpful votes,Mumbai - Nairobi,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640249589-Kenya_Airways-World.html,Average Service,Date of travel: December 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
"Flew Johannesburg to Nairobi and then on to Mombasa and back 10 days later. Modern, new aircraft, excellent staff and good food. Amazed by the number of Kenyan Airway aircraft at Nairobi airport - this is a big well organised operation.",https://media-cdn.tripadvisor.com/media/photo-t/1d/d3/27/ed/cliffb33.jpg,https://www.tripadvisor.com/Profile/cliffb33,cliffb33 wrote a review Dec 2018,cliffb33,"Johannesburg, South Africa",29 contributions,1 helpful vote,Johannesburg - Mombasa,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640248362-Kenya_Airways-World.html,Kilimanjaro from the air - easier than climbing!,Date of travel: August 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
The flight was comfortable enough for all 6ft of me to stretch. The fare was better than others similar options. My only complaint is the inflight entertainment had limited options and most movies and series were not new.,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ed/7b/default-avatar-2020-6.jpg,https://www.tripadvisor.com/Profile/Y6047DRivans,Ivan S wrote a review Dec 2018,Ivan S,,16 contributions,1 helpful vote,New York City - Nairobi,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640246432-Kenya_Airways-World.html,Affordable and comfortable,Date of travel: December 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"This was the first week of the non-stop demo JFK to NBO and it was great. New Dreamliner, great crew, even decent food.great to fly to Africa without having to go through Europe or Near East.",https://media-cdn.tripadvisor.com/media/photo-o/08/44/7b/bd/daniel-h.jpg,https://www.tripadvisor.com/Profile/Dhill918,Daniel Hill wrote a review Dec 2018,Daniel Hill,"Tucson, Arizona",12 contributions,6 helpful votes,New York City - Nairobi,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640231455-Kenya_Airways-World.html,Kenya Air non stop JFK to NBO,Date of travel: November 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"Our connecting flight from Nairobi to Bangkok were cancelled. After running around, trying to figure out what is going on, we were taken to a hotel and transferred to another flight the next day. On that flight, our consoles did not work!",https://media-cdn.tripadvisor.com/media/photo-t/12/52/f2/4c/nelia-l.jpg,https://www.tripadvisor.com/Profile/NeliaL3,Nelia L wrote a review Dec 2018,Nelia L,"Pretoria, South Africa",52 contributions,10 helpful votes,Johannesburg - Bangkok,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640229605-Kenya_Airways-World.html,"Flight cancelled, bad communication",,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
"Never use Kenya airways it is only a disappointment, food is terrible,service is dreadful, flight got delayed due an issue on the plane and they made us sit on the plane trying to fix the issue for 4 hours with no air conditioning so they cancelled our flights and refused to book us a hotel room to stay in for the night as we wait for our new flight the next morning which was 9hrs later. Worst airline ever! Will never be flying with them again. The Manager on duty was not helpful at all to any of the upset customers whom were badly effected by this delay! and had no concern to help them resolve the issue they caused!",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e6/ea/default-avatar-2020-54.jpg,https://www.tripadvisor.com/Profile/LesterK50,Lester K wrote a review Dec 2018,Lester K,,4 contributions,1 helpful vote,Nairobi - Johannesburg,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640222798-Kenya_Airways-World.html,Don’t fly Kenya airways worst airline ever!!!,Date of travel: December 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Excellent service, good food.plenty of leg room. the fight entertainment was not bad but a poor selection of films, same film on my return flight in DECEMBER as my outwad flight in NOVEMBER.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/df/99/default-avatar-2020-40.jpg,https://www.tripadvisor.com/Profile/jkryoung,jkryoung wrote a review Dec 2018,jkryoung,"Maidstone, United Kingdom",5 contributions,2 helpful votes,London - Mombasa,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640201156-Kenya_Airways-World.html,GOOD FLIGHT WITH kenya airlines,Date of travel: November 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
I would say travelling with Kenya airways is probably the best flight to go to Kenya. The service is really good and the crew members are friendly and helpful. The planes to Kenya are very new - the Boeing 787 planes. The economy class is quite spacious compared to the British airways planes where the planes are old and the facilities are old too. The service on Kenya airways is better than British airways. I have travelled with both airlines to Kenya many times and I would choose Kenya airways over British airways when flying to Nairobi! I have also flown with business class with Kenya airways.. the service is very very good.. the seats turn into flat beds with a remote control and crew members make you feel very comfortable and welcome!,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e5/66/default-avatar-2020-53.jpg,https://www.tripadvisor.com/Profile/aakash304,aakash304 wrote a review Dec 2018,aakash304,"Nairobi, Kenya",5 contributions,8 helpful votes,London - Nairobi,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640198586-Kenya_Airways-World.html,Great airline,Date of travel: December 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"Flew from PARIS to Nairobi November 9th and back to PARIS 7th of dec did many flights with KQ and what I can say it’s always good experience and amazing flight .
The service is great and the crew are excellent, they give the best that you can imagine. Really I’m always happy to fly with them not only because I’m Kenyan it’s because I like their service.
Keep it up good work the team the pride of Africa ✈️👏🏼🇰🇪👊🏼⚓️
Sorry I dint take the pics of KQ 😂",https://media-cdn.tripadvisor.com/media/photo-t/21/71/c7/2d/145anwarm.jpg,https://www.tripadvisor.com/Profile/145anwarm,Anwar M wrote a review Dec 2018,Anwar M,"Marseille, France",518 contributions,128 helpful votes,Paris - Nairobi,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640197922-Kenya_Airways-World.html,Amazing flight  ✈️,Date of travel: December 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"Part of a package entertainment could be better, food could be better not enough people know that drinks are free all flight",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ed/ce/default-avatar-2020-7.jpg,https://www.tripadvisor.com/Profile/kevinmJ3676YV,Kevin M wrote a review Dec 2018,Kevin M,,6 contributions,13 helpful votes,London - Malindi,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640189790-Kenya_Airways-World.html,Holiday,Date of travel: November 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"I've been travelling with Kenya Airways for the first time in my life and they fully surpassed my expectations. I'll fly with them again ;-) Meals are OK. Seats could be in a better conditions (a bit old). Overall, my flight with them was very good.",https://media-cdn.tripadvisor.com/media/photo-t/15/c2/8d/f4/matejk128.jpg,https://www.tripadvisor.com/Profile/MatejK128,Matej K wrote a review Dec 2018,Matej K,"Bovec, Slovenia",6 contributions,2 helpful votes,Dubai - Nairobi,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640186858-Kenya_Airways-World.html,"Friendly staff, efficient service",,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"This is not a 'prime route' so the planes were not particularly new, but the airline staff on the planes were extremely anxious to please and made every effort to make sure you were comfortable",https://media-cdn.tripadvisor.com/media/photo-o/0c/84/8d/71/thomas-l.jpg,https://www.tripadvisor.com/Profile/thomaslE4283SY,Thomas L wrote a review Dec 2018,Thomas L,,23 contributions,2 helpful votes,Harare - Nairobi,Africa,Business Class,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640184980-Kenya_Airways-World.html,Working to come up in the world.  Local flights in Africa are trying hard,Date of travel: September 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
"I arrived NBO on KQ 480 FROM Dar @ 5.45am. I am FB Gold member
My KQ ACC via LOS flight was to depart 8:10am but was delayed till 11am. I checked on Available seats on the NBO-ACC Nonstop departing at 8:25am.
The Biz Class Lounge agent Prisca agreed but the Duty Manager-James who refused to speak with me or meet me refused my request via Prisca.
His comments was so Nonchalant & bigoted that I wrote 2 complaints to Kenya Airways but knowing their attitude I dont expect a response.
I need delay compensation since my flight took at 3pm. So I missed my connection and spent the night in Lagos.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f4/5d/default-avatar-2020-32.jpg,https://www.tripadvisor.com/Profile/PrinceRNE,PrinceRNE wrote a review Dec 2018,PrinceRNE,"Hollywood, Florida",6 contributions,,Dar es Salaam - Accra,Africa,Business Class,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640181423-Kenya_Airways-World.html,Poor customer service in NBO,Date of travel: December 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
Kenya Airways service is quite reliable good on domestic routes. I do recommend it flying from Nairobi to Mombasa or Kisumu. Also used it on regional African and international trips and was also satisfied with their service.,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e2/e6/default-avatar-2020-45.jpg,https://www.tripadvisor.com/Profile/Njuguna2015,Njuguna2015 wrote a review Dec 2018,Njuguna2015,"Nairobi, Kenya",17 contributions,,Mombasa - Nairobi,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640179192-Kenya_Airways-World.html,Paul,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"With ontime departure, hospitable staff on board to a wide arrange of inflight entertainment, KQ is definitely on the path to recovering customer confidence.

Nobody beats KQ on the friendliness of the staff. That may the biggest leverage over completion.

Proudly Kenyan.",https://media-cdn.tripadvisor.com/media/photo-t/15/86/95/5d/caption.jpg,https://www.tripadvisor.com/Profile/gnyabera,George Nyabera wrote a review Dec 2018,George Nyabera,"Nairobi, Kenya",223 contributions,36 helpful votes,Nairobi - Amsterdam,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640176815-Kenya_Airways-World.html,KQ - Truly Pride of Africa,Date of travel: December 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
Amazing flight service on a very long flight - 15 hours. Though there were no varied meal options - I guess u get what u pay for- The flight was overally a great experience with enough legroom and nice people around. The only thing needing a serious upgrade is better entertainment options on the inflight entertainment system.. Otherwise KQ is a great flight and is totally recommended !!,https://media-cdn.tripadvisor.com/media/photo-t/14/49/5d/12/mitaunzomo.jpg,https://www.tripadvisor.com/Profile/mitaunzomo,Nzwing wrote a review Dec 2018,Nzwing,"Road Town, Tortola",13 contributions,1 helpful vote,New York City - Nairobi,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640176678-Kenya_Airways-World.html,Pride of Africa!,Date of travel: December 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
We were lucky enough to get the emergency exit seats and so we had a lot of leg room. The best feature was the flight attendants who were just wonderful. Food wasn’t great but what airline has gourmet meals?,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ef/32/default-avatar-2020-12.jpg,https://www.tripadvisor.com/Profile/T6395KHrebeccat,Rebecca T wrote a review Dec 2018,Rebecca T,"Toronto, Canada",23 contributions,9 helpful votes,Nairobi - Paris,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640161108-Kenya_Airways-World.html,Wonderful,Date of travel: December 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"This was a midnight flight that left 2 hours late. No food, no beverage, no screens during the delay. The man next to my wife was very sick, sweating and often unconscious. 2 hours after we took off, the attendants decided they could move him. Food came late. Beverages came late. Attendants were not very attentive.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f1/b8/default-avatar-2020-22.jpg,https://www.tripadvisor.com/Profile/gellwood_kauai,Gary & Cher wrote a review Dec 2018,Gary & Cher,,25 contributions,5 helpful votes,Nairobi - Johannesburg,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640148031-Kenya_Airways-World.html,"Late, unorganized, DO NOT RECOMMEND",Date of travel: July 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
